Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
74,1,2013-08-12,10009,1235,1,1,0,1,a,a,330.0,0.0,0.0,0,0.0,0.0,None
75,1,2013-08-12,8803,893,1,1,0,0,d,c,22440.0,12.0,2013.0,0,0.0,0.0,None
76,1,2013-08-12,14279,1235,1,1,0,1,d,c,19960.0,3.0,2006.0,0,0.0,0.0,None
77,1,2013-08-12,9819,802,1,1,0,1,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
78,1,2013-08-12,4837,604,1,1,0,1,a,a,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
79,1,2013-08-12,9252,774,1,1,0,1,a,a,3320.0,0.0,0.0,0,0.0,0.0,None
80,1,2013-08-12,9925,687,1,1,0,1,d,a,7910.0,0.0,0.0,0,0.0,0.0,None
81,1,2013-08-12,8143,642,1,1,0,1,a,a,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
82,1,2013-08-12,13162,1069,1,1,0,1,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
83,1,2013-08-12,4651,370,1,1,0,1,a,a,2710.0,0.0,0.0,0,0.0,0.0,None
84,1,2013-08-12,17302,1601,1,1,0,1,a,c,11810.0,8.0,2014.0,0,0.0,0.0,None
85,1,2013-08-12,8656,1104,1,1,0,0,b,a,1870.0,10.0,2011.0,0,0.0,0.0,None
86,1,2013-08-12,7631,851,1,1,0,1,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
87,1,2013-08-12,9316,1100,1,1,0,0,a,a,560.0,12.0,2010.0,0,0.0,0.0,None
88,1,2013-08-12,10349,865,1,1,0,1,a,a,10690.0,10.0,2005.0,0,0.0,0.0,None
89,1,2013-08-12,8244,789,1,1,0,1,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
90,1,2013-08-12,11477,1367,1,1,0,1,a,a,330.0,11.0,2007.0,0,0.0,0.0,None
91,1,2013-08-12,7280,728,1,1,0,1,c,a,2410.0,0.0,0.0,1,35.0,2011.0,"Jan,Apr,Jul,Oct"
92,1,2013-08-12,9555,760,1,1,0,1,c,a,240.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
93,1,2013-08-12,9576,790,1,1,0,1,a,a,16690.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
94,1,2013-08-12,11315,903,1,1,0,1,d,c,14620.0,0.0,0.0,0,0.0,0.0,None
95,1,2013-08-12,11715,1201,1,1,0,1,a,a,1890.0,10.0,2014.0,0,0.0,0.0,None
96,1,2013-08-12,9176,897,1,1,0,1,a,a,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
97,1,2013-08-12,9763,920,1,1,0,1,d,c,8980.0,0.0,0.0,0,0.0,0.0,None
98,1,2013-08-12,6330,518,1,1,0,1,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
99,1,2013-08-12,6954,579,1,1,0,1,c,c,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
100,1,2013-08-12,10599,890,1,1,0,1,d,a,17930.0,0.0,0.0,0,0.0,0.0,None
101,1,2013-08-12,10335,1045,1,1,0,0,d,c,2440.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
102,1,2013-08-12,12019,1631,1,1,0,1,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
103,1,2013-08-12,6598,566,1,1,0,0,d,c,5210.0,5.0,2015.0,0,0.0,0.0,None
104,1,2013-08-12,11782,1492,1,1,0,0,a,a,390.0,6.0,2009.0,0,0.0,0.0,None
105,1,2013-08-12,6418,576,1,1,0,1,a,c,6190.0,0.0,0.0,1,23.0,2013.0,"Mar,Jun,Sept,Dec"
106,1,2013-08-12,12452,1021,1,1,0,0,a,a,1390.0,8.0,2013.0,0,0.0,0.0,None
107,1,2013-08-12,10240,1178,1,1,0,0,a,a,1930.0,9.0,2009.0,0,0.0,0.0,None
108,1,2013-08-12,15718,1141,1,1,0,1,d,c,2190.0,9.0,2003.0,0,0.0,0.0,None
109,1,2013-08-12,8977,998,1,1,0,0,a,c,3300.0,11.0,2010.0,0,0.0,0.0,None
110,1,2013-08-12,7341,957,1,1,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,None
111,1,2013-08-12,9992,778,1,1,0,1,d,c,7890.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
112,1,2013-08-12,7040,850,1,1,0,0,a,a,1630.0,9.0,2009.0,0,0.0,0.0,None
113,1,2013-08-12,10581,883,1,1,0,1,d,c,20930.0,11.0,1999.0,0,0.0,0.0,None
114,1,2013-08-12,7642,766,1,1,0,1,c,a,4510.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
115,1,2013-08-12,8000,603,1,1,0,1,d,c,5740.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
116,1,2013-08-12,10865,1024,1,1,0,0,a,a,680.0,4.0,2013.0,0,0.0,0.0,None
117,1,2013-08-12,5446,603,1,1,0,1,a,a,3450.0,9.0,2011.0,0,0.0,0.0,None
118,1,2013-08-12,12444,1022,1,1,0,0,d,c,3580.0,9.0,2012.0,0,0.0,0.0,None
119,1,2013-08-12,8805,933,1,1,0,0,a,c,2100.0,2.0,2010.0,0,0.0,0.0,None
120,1,2013-08-12,10611,858,1,1,0,1,d,a,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
121,1,2013-08-12,5541,614,1,1,0,1,a,a,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
122,1,2013-08-12,12325,1432,1,1,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,None
123,1,2013-08-12,14191,1478,1,1,0,1,a,a,16760.0,9.0,2011.0,0,0.0,0.0,None
124,1,2013-08-12,4559,528,1,1,0,1,a,a,1410.0,4.0,2003.0,0,0.0,0.0,None
125,1,2013-08-12,16462,2061,1,1,0,0,a,a,760.0,12.0,2005.0,0,0.0,0.0,None
126,1,2013-08-12,12919,753,1,1,0,1,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
127,1,2013-08-12,7521,791,1,1,0,1,d,a,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
128,1,2013-08-12,9963,701,1,1,0,1,d,c,2000.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
129,1,2013-08-12,13701,1515,1,1,0,1,a,a,2460.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
130,1,2013-08-12,6123,659,1,1,0,1,c,a,900.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
131,1,2013-08-12,7952,822,1,1,0,1,c,a,920.0,7.0,2015.0,0,0.0,0.0,None
132,1,2013-08-12,7275,615,1,1,0,1,d,c,1040.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
133,1,2013-08-12,11369,1347,1,1,0,1,a,a,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
134,1,2013-08-12,6573,649,1,1,0,0,a,a,1200.0,9.0,2008.0,0,0.0,0.0,None
135,1,2013-08-12,8156,657,1,1,0,1,d,a,5190.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
136,1,2013-08-12,7160,519,1,1,0,1,a,c,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
137,1,2013-08-12,11859,1240,1,1,0,1,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
138,1,2013-08-12,11361,1084,1,1,0,1,a,c,25360.0,10.0,2014.0,0,0.0,0.0,None
139,1,2013-08-12,9266,653,1,1,0,1,a,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
140,1,2013-08-12,9325,1132,1,1,0,1,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
141,1,2013-08-12,8392,775,1,1,0,1,c,c,1540.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
142,1,2013-08-12,5601,632,1,1,0,1,a,a,1090.0,7.0,2002.0,0,0.0,0.0,None
143,1,2013-08-12,10672,896,1,1,0,1,d,a,2930.0,12.0,2002.0,0,0.0,0.0,None
144,1,2013-08-12,10988,963,1,1,0,1,a,c,16570.0,0.0,0.0,0,0.0,0.0,None
145,1,2013-08-12,12227,1642,1,1,0,1,a,a,280.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
146,1,2013-08-12,10313,839,1,1,0,1,d,c,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
147,1,2013-08-12,11380,1048,1,1,0,1,d,c,8540.0,0.0,0.0,0,0.0,0.0,None
148,1,2013-08-12,11676,1043,1,1,0,0,a,a,2090.0,12.0,2008.0,0,0.0,0.0,None
149,1,2013-08-12,8280,657,1,1,0,1,d,a,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
150,1,2013-08-12,13255,1223,1,1,0,0,c,c,31830.0,3.0,2010.0,0,0.0,0.0,None
151,1,2013-08-12,9997,844,1,1,0,1,d,c,4360.0,10.0,2005.0,0,0.0,0.0,None
152,1,2013-08-12,8498,849,1,1,0,1,a,a,1780.0,0.0,0.0,0,0.0,0.0,None
153,1,2013-08-12,12694,961,1,1,0,1,a,a,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
154,1,2013-08-12,12316,1000,1,1,0,1,d,c,16420.0,0.0,0.0,0,0.0,0.0,None
155,1,2013-08-12,9057,812,1,1,0,1,d,a,3050.0,0.0,0.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
156,1,2013-08-12,12361,1131,1,1,0,1,a,a,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
157,1,2013-08-12,15920,1414,1,1,0,1,a,c,2950.0,10.0,2004.0,0,0.0,0.0,None
158,1,2013-08-12,9363,571,1,1,0,1,d,c,11840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov"
159,1,2013-08-12,13050,1025,1,1,0,1,d,a,8530.0,3.0,2013.0,0,0.0,0.0,None
160,1,2013-08-12,8391,710,1,1,0,1,d,c,17110.0,11.0,2005.0,0,0.0,0.0,None
161,1,2013-08-12,8810,914,1,1,0,1,a,c,2970.0,3.0,2005.0,0,0.0,0.0,None
162,1,2013-08-12,12938,801,1,1,0,1,d,c,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
163,1,2013-08-12,8877,1043,1,1,0,0,a,a,1480.0,4.0,2009.0,0,0.0,0.0,None
164,1,2013-08-12,9934,863,1,1,0,1,a,a,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
165,1,2013-08-12,5250,516,1,1,0,1,a,a,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
166,1,2013-08-12,7503,900,1,1,0,1,a,c,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
167,1,2013-08-12,14126,1439,1,1,0,1,a,a,140.0,4.0,2008.0,0,0.0,0.0,None
168,1,2013-08-12,11959,1020,1,1,0,1,a,a,12540.0,0.0,0.0,0,0.0,0.0,None
169,1,2013-08-12,11142,954,1,1,0,1,d,a,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
170,1,2013-08-12,7948,800,1,1,0,1,a,a,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
171,1,2013-08-12,13989,1263,1,1,0,1,a,a,2640.0,0.0,0.0,0,0.0,0.0,None
172,1,2013-08-12,7290,852,1,1,0,1,a,a,110.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
173,1,2013-08-12,11904,1355,1,1,0,0,a,a,350.0,12.0,2012.0,0,0.0,0.0,None
174,1,2013-08-12,7138,530,1,1,0,1,a,a,13090.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
175,1,2013-08-12,7614,849,1,1,0,0,c,a,4130.0,0.0,0.0,0,0.0,0.0,None
176,1,2013-08-12,9191,933,1,1,0,1,a,a,3770.0,0.0,0.0,0,0.0,0.0,None
177,1,2013-08-12,5489,615,1,1,0,1,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
178,1,2013-08-12,15139,1282,1,1,0,1,d,a,1710.0,0.0,0.0,0,0.0,0.0,None
179,1,2013-08-12,9832,1168,1,1,0,1,a,c,480.0,0.0,0.0,0,0.0,0.0,None
180,1,2013-08-12,10687,1156,1,1,0,0,d,a,5800.0,9.0,2010.0,0,0.0,0.0,None
181,1,2013-08-12,10170,921,1,1,0,1,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
182,1,2013-08-12,7494,512,1,1,0,1,d,c,1390.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
183,1,2013-08-12,8186,960,1,1,0,1,a,a,9670.0,0.0,0.0,0,0.0,0.0,None
184,1,2013-08-12,10207,836,1,1,0,1,d,c,3560.0,0.0,0.0,0,0.0,0.0,None
185,1,2013-08-12,11107,821,1,1,0,0,d,c,1860.0,5.0,2015.0,0,0.0,0.0,None
186,1,2013-08-12,5579,523,1,1,0,1,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
187,1,2013-08-12,9284,1089,1,1,0,0,a,c,19360.0,0.0,0.0,0,0.0,0.0,None
188,1,2013-08-12,8191,641,1,1,0,1,d,a,850.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
189,1,2013-08-12,12047,989,1,1,0,1,d,a,5760.0,7.0,2014.0,0,0.0,0.0,None
190,1,2013-08-12,9262,792,1,1,0,1,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
191,1,2013-08-12,8637,848,1,1,0,1,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
192,1,2013-08-12,10499,663,1,1,0,1,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
193,1,2013-08-12,8924,1155,1,1,0,1,a,a,520.0,0.0,0.0,0,0.0,0.0,None
194,1,2013-08-12,6249,466,1,1,0,1,d,c,16970.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
195,1,2013-08-12,14404,1594,1,1,0,1,a,c,220.0,0.0,0.0,0,0.0,0.0,None
196,1,2013-08-12,7179,903,1,1,0,1,c,a,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
197,1,2013-08-12,10052,1041,1,1,0,0,c,a,4210.0,3.0,2015.0,0,0.0,0.0,None
198,1,2013-08-12,5392,523,1,1,0,1,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
199,1,2013-08-12,10973,768,1,1,0,1,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
200,1,2013-08-12,9309,1107,1,1,0,1,a,a,1650.0,10.0,2000.0,0,0.0,0.0,None
85,7,2013-08-11,12382,1815,1,0,0,0,b,a,1870.0,10.0,2011.0,0,0.0,0.0,None
122,7,2013-08-11,4169,567,1,0,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,None
1,6,2013-08-10,3768,457,1,0,0,1,c,a,1270.0,9.0,2008.0,0,0.0,0.0,None
2,6,2013-08-10,2624,312,1,0,0,0,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3,6,2013-08-10,3883,427,1,0,0,0,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
4,6,2013-08-10,9149,1379,1,0,0,0,c,c,620.0,9.0,2009.0,0,0.0,0.0,None
5,6,2013-08-10,2005,244,1,0,0,0,a,a,29910.0,4.0,2015.0,0,0.0,0.0,None
6,6,2013-08-10,3693,412,1,0,0,0,a,a,310.0,12.0,2013.0,0,0.0,0.0,None
7,6,2013-08-10,5763,722,1,0,0,0,a,c,24000.0,4.0,2013.0,0,0.0,0.0,None
8,6,2013-08-10,2378,298,1,0,0,0,a,a,7520.0,10.0,2014.0,0,0.0,0.0,None
9,6,2013-08-10,4838,445,1,0,0,0,a,c,2030.0,8.0,2000.0,0,0.0,0.0,None
10,6,2013-08-10,4648,502,1,0,0,0,a,a,3160.0,9.0,2009.0,0,0.0,0.0,None
11,6,2013-08-10,6205,909,1,0,0,0,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
12,6,2013-08-10,5943,770,1,0,0,0,a,c,1070.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
13,6,2013-08-10,4824,387,1,0,0,0,d,a,310.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
14,6,2013-08-10,2897,324,1,0,0,0,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
15,6,2013-08-10,5707,657,1,0,0,0,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16,6,2013-08-10,4904,488,1,0,0,0,a,c,3270.0,0.0,0.0,0,0.0,0.0,None
17,6,2013-08-10,2296,346,1,0,0,0,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct"
18,6,2013-08-10,3826,463,1,0,0,0,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
19,6,2013-08-10,3671,339,1,0,0,0,a,c,3240.0,0.0,0.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec"
20,6,2013-08-10,5202,513,1,0,0,0,d,a,2340.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
21,6,2013-08-10,3855,446,1,0,0,0,c,c,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
22,6,2013-08-10,3092,371,1,0,0,0,a,a,1040.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
23,6,2013-08-10,3977,388,1,0,0,0,d,a,4060.0,8.0,2005.0,0,0.0,0.0,None
24,6,2013-08-10,6261,615,1,0,0,0,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
25,6,2013-08-10,7625,1174,1,0,0,0,c,a,430.0,4.0,2003.0,0,0.0,0.0,None
26,6,2013-08-10,4702,440,1,0,0,0,d,a,2300.0,0.0,0.0,0,0.0,0.0,None
27,6,2013-08-10,6006,729,1,0,0,0,a,a,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
28,6,2013-08-10,2457,281,1,0,0,0,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec"
29,6,2013-08-10,5078,496,1,0,0,0,d,c,2170.0,0.0,0.0,0,0.0,0.0,None
30,6,2013-08-10,5405,870,1,0,0,0,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
31,6,2013-08-10,5613,620,1,0,0,0,d,c,9800.0,7.0,2012.0,0,0.0,0.0,None
32,6,2013-08-10,2814,340,1,0,0,0,a,a,2910.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
33,6,2013-08-10,7300,780,1,0,0,0,a,c,1320.0,5.0,2013.0,0,0.0,0.0,None
34,6,2013-08-10,7215,961,1,0,0,0,c,a,2240.0,9.0,2009.0,0,0.0,0.0,None
35,6,2013-08-10,6510,550,1,0,0,0,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
36,6,2013-08-10,8613,1003,1,0,0,0,a,c,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
37,6,2013-08-10,7015,823,1,0,0,0,c,a,4230.0,12.0,2014.0,0,0.0,0.0,None
38,6,2013-08-10,5858,523,1,0,0,0,d,a,1090.0,4.0,2007.0,0,0.0,0.0,None
39,6,2013-08-10,2445,368,1,0,0,0,a,a,260.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
40,6,2013-08-10,5233,685,1,0,0,0,a,a,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
41,6,2013-08-10,5269,404,1,0,0,0,d,c,1180.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
42,6,2013-08-10,6991,837,1,0,0,0,a,c,290.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
43,6,2013-08-10,3845,377,1,0,0,0,d,a,4880.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
44,6,2013-08-10,3309,412,1,0,0,0,a,a,540.0,6.0,2011.0,0,0.0,0.0,None
45,6,2013-08-10,5132,436,1,0,0,0,d,a,9710.0,2.0,2014.0,0,0.0,0.0,None
46,6,2013-08-10,4581,625,1,0,0,0,c,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
47,6,2013-08-10,5008,732,1,0,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
48,6,2013-08-10,2666,306,1,0,0,0,a,a,1060.0,5.0,2012.0,0,0.0,0.0,None
49,6,2013-08-10,5796,472,1,0,0,0,d,c,18010.0,9.0,2007.0,0,0.0,0.0,None
50,6,2013-08-10,3513,344,1,0,0,0,d,a,6260.0,11.0,2009.0,0,0.0,0.0,None
51,6,2013-08-10,6646,554,1,0,0,0,a,c,10570.0,7.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
52,6,2013-08-10,8194,582,1,0,0,0,d,c,450.0,4.0,2014.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
53,6,2013-08-10,3912,449,1,0,0,0,a,c,30360.0,9.0,2013.0,0,0.0,0.0,None
54,6,2013-08-10,7386,761,1,0,0,0,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
55,6,2013-08-10,1942,240,1,0,0,0,a,a,720.0,11.0,2004.0,0,0.0,0.0,None
56,6,2013-08-10,5818,407,1,0,0,1,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
57,6,2013-08-10,6834,705,1,0,0,0,d,c,420.0,6.0,2014.0,0,0.0,0.0,None
58,6,2013-08-10,4841,444,1,0,0,0,a,c,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
59,6,2013-08-10,2488,284,1,0,0,0,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
60,6,2013-08-10,4274,403,1,0,0,0,d,c,5540.0,10.0,2009.0,0,0.0,0.0,None
61,6,2013-08-10,3652,496,1,0,0,0,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
62,6,2013-08-10,3313,361,1,0,0,0,a,a,2050.0,0.0,0.0,0,0.0,0.0,None
63,6,2013-08-10,6705,744,1,0,0,0,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
64,6,2013-08-10,8598,716,1,0,0,0,d,c,22560.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
65,6,2013-08-10,2281,231,1,0,0,0,a,c,13840.0,5.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
66,6,2013-08-10,4741,480,1,0,0,0,d,a,7660.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
67,6,2013-08-10,4620,497,1,0,0,0,a,c,410.0,2.0,2006.0,0,0.0,0.0,None
68,6,2013-08-10,8865,1386,1,0,0,0,a,c,250.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
69,6,2013-08-10,6620,904,1,0,0,1,c,c,1130.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
70,6,2013-08-10,4792,558,1,0,0,0,c,c,4840.0,0.0,0.0,0,0.0,0.0,None
71,6,2013-08-10,6649,580,1,0,0,0,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
72,6,2013-08-10,2100,249,1,0,0,0,a,a,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
73,6,2013-08-10,3092,323,1,0,0,0,a,c,1650.0,9.0,2008.0,0,0.0,0.0,None
74,6,2013-08-10,4400,667,1,0,0,0,a,a,330.0,0.0,0.0,0,0.0,0.0,None
75,6,2013-08-10,6153,724,1,0,0,0,d,c,22440.0,12.0,2013.0,0,0.0,0.0,None
76,6,2013-08-10,7584,840,1,0,0,0,d,c,19960.0,3.0,2006.0,0,0.0,0.0,None
77,6,2013-08-10,6792,616,1,0,0,1,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
78,6,2013-08-10,1959,298,1,0,0,0,a,a,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
79,6,2013-08-10,3511,391,1,0,0,0,a,a,3320.0,0.0,0.0,0,0.0,0.0,None
80,6,2013-08-10,7215,560,1,0,0,0,d,a,7910.0,0.0,0.0,0,0.0,0.0,None
81,6,2013-08-10,8075,651,1,0,0,0,a,a,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
82,6,2013-08-10,4595,428,1,0,0,0,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
83,6,2013-08-10,2667,260,1,0,0,0,a,a,2710.0,0.0,0.0,0,0.0,0.0,None
84,6,2013-08-10,9812,1083,1,0,0,0,a,c,11810.0,8.0,2014.0,0,0.0,0.0,None
85,6,2013-08-10,5362,733,1,0,0,0,b,a,1870.0,10.0,2011.0,0,0.0,0.0,None
86,6,2013-08-10,3525,483,1,0,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
87,6,2013-08-10,3118,348,1,0,0,0,a,a,560.0,12.0,2010.0,0,0.0,0.0,None
88,6,2013-08-10,1780,208,1,0,0,0,a,a,10690.0,10.0,2005.0,0,0.0,0.0,None
89,6,2013-08-10,4572,441,1,0,0,0,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
90,6,2013-08-10,6855,950,1,0,0,0,a,a,330.0,11.0,2007.0,0,0.0,0.0,None
91,6,2013-08-10,3825,465,1,0,0,0,c,a,2410.0,0.0,0.0,1,35.0,2011.0,"Jan,Apr,Jul,Oct"
92,6,2013-08-10,4744,445,1,0,0,0,c,a,240.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
93,6,2013-08-10,2688,291,1,0,0,0,a,a,16690.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
94,6,2013-08-10,5259,478,1,0,0,0,d,c,14620.0,0.0,0.0,0,0.0,0.0,None
